email,customer_id,employee_index,country,sex,age,joindate,customer_index6,customer_life,customer_relation,res_index,for_index,prov_code,prov_name,activity_index,income,segmentation,CheckingAccount,SavingsAccount,CreditCard,HomeLoan,AutoLoan,InvestmentAccount,RetirementAccount,MoneyMarketAccount,CDAccount,DebitCard,OnlineBanking,Mortgage,DirectDeposit,Pension,BillPay,PersonalLoan,BrokerageAccount,TrustAccount,OverdraftProtection,PrepaidCard,MoneyTransfer,DirectDebit,BusinessAccount,SafeDepositBox
mjohnson@example.org,7462115,N,MX,M,68,19/06/18,2,6,C,N,S,14.0,East Kara,0.472080197226876,151376.70472929697,Individual,1,1,1,1,1,0,1,0,1,0,1,0,1.0,,0,1,0,0,0,1,1,0,1,1
simmonsmary@example.com,9885863,S,US,O,21,05/12/19,0,5,B,N,N,49.0,South Kevinberg,0.632355012361873,189159.60661604282,Business,1,1,1,1,0,0,1,1,1,1,0,0,0.0,,1,1,0,1,0,0,1,0,0,0
davidwyatt@example.com,9721455,S,CA,M,57,04/09/16,6,20,B,N,S,5.0,New Sarah,0.6050458700885409,37941.119662527315,Business,0,1,0,1,1,1,0,0,0,0,1,0,0.0,,1,1,1,1,1,0,0,0,1,0
zsanchez@example.com,5487061,N,CA,O,28,20/05/18,5,2,A,N,N,43.0,East Michael,0.2919957032826954,73575.67730995169,Individual,0,0,0,0,1,0,1,1,1,1,0,0,1.0,,0,0,1,0,1,0,1,0,0,1
mary48@example.org,8429645,S,MX,O,26,16/06/19,0,3,B,N,S,8.0,Port Amy,0.9930071944390961,122702.55223080672,Premium,1,1,1,0,0,1,1,1,0,0,1,1,1.0,0.0,1,0,0,0,1,1,1,1,1,0
orichard@example.net,4005145,S,US,F,21,07/06/19,3,11,A,N,N,,Meghanside,0.8395709918841476,89969.39660822984,Premium,1,0,1,1,0,0,0,1,0,1,1,1,0.0,,1,1,0,0,0,1,1,0,0,0
stevensmatthew@example.org,4473657,N,MX,O,71,09/04/20,2,14,C,N,S,53.0,Lake Julia,0.61620121874164,100596.08676765293,Premium,0,1,0,1,1,1,1,1,0,1,1,0,1.0,,0,0,1,0,1,1,0,0,0,0
jbond@example.com,3126576,N,CA,M,62,13/07/21,2,4,A,S,S,14.0,Matthewborough,0.732728352896217,72761.76780097888,Individual,0,1,1,0,1,1,0,0,1,0,0,0,0.0,0.0,0,0,1,0,1,0,1,1,1,0
rlee@example.net,4174477,N,CA,F,26,20/01/25,7,4,C,S,N,38.0,South Davidborough,0.06297877563254617,198161.48821753147,Premium,0,1,0,1,0,0,0,0,0,1,1,0,1.0,0.0,0,0,1,0,1,0,0,0,1,1
lancegarcia@example.org,8818745,S,MX,O,59,05/05/23,7,8,A,S,S,5.0,Johnmouth,0.7640564224002199,148023.0613067274,Premium,1,0,1,1,1,0,0,1,0,0,0,1,1.0,,1,1,1,0,1,1,0,1,0,1
nancy50@example.org,6728572,S,US,F,24,24/01/19,8,10,C,N,N,21.0,Port Cynthia,0.4058697401303639,45362.51986529104,Individual,1,0,0,1,1,0,0,1,1,0,1,1,1.0,,1,0,0,1,1,1,1,0,0,0
zsimon@example.net,4502869,N,US,M,28,18/01/25,7,18,A,N,S,55.0,Lake Richardland,,75112.05919419289,Business,1,1,0,1,1,1,0,1,0,0,1,0,1.0,,0,1,1,0,0,0,0,0,1,1
ellisjessica@example.com,6794619,S,CA,M,76,27/06/17,6,3,B,N,S,9.0,New Allisonfort,0.76092311317221,118870.5914540832,Business,1,0,1,0,0,0,1,0,0,0,1,1,1.0,,1,1,1,1,0,0,1,0,1,0
swright@example.com,1431899,N,US,M,69,12/11/18,6,6,A,N,S,20.0,Leeburgh,0.2553799645654292,33568.54542304427,Premium,1,1,0,1,1,1,1,0,1,0,0,1,,0.0,1,0,0,0,0,1,0,0,1,0
alexdavis@example.com,8416396,N,US,O,60,15/11/21,5,9,B,S,S,25.0,New Michelleport,0.31658850986241094,191547.6817971428,Premium,0,1,0,1,1,1,0,1,0,0,1,1,,0.0,1,1,0,1,1,1,1,1,0,0
uwilliams@example.net,4411294,N,US,O,64,19/07/24,7,4,A,S,N,53.0,South Chelsea,0.5573575257120347,105225.72660565695,Premium,1,1,0,0,0,1,0,0,1,0,1,1,0.0,0.0,1,1,0,1,1,0,1,0,1,1
sbrown@example.com,2858903,N,MX,M,42,23/07/21,9,6,A,N,S,23.0,West Jane,0.620331431846114,39021.91598202554,Premium,1,1,0,1,0,0,0,1,1,0,0,1,0.0,1.0,0,0,0,1,1,0,0,1,1,0
johnsonshawn@example.com,5502792,N,CA,M,54,14/07/20,8,17,A,S,S,27.0,Dominguezmouth,0.18947161670646728,68591.11272649544,Business,0,0,1,0,0,0,0,1,1,0,1,1,,1.0,1,0,1,1,0,1,1,0,0,1
lisastanton@example.com,6606202,S,US,F,64,17/09/16,2,6,A,N,S,9.0,Anthonyland,0.41927375374186737,53123.365329603635,Individual,0,0,1,1,1,0,0,0,0,1,0,0,1.0,0.0,1,1,0,1,0,1,1,1,1,1
amyers@example.com,1049887,S,US,M,73,31/03/19,9,5,B,S,N,27.0,South Michaelfort,0.5461960945805269,195323.0006878144,Individual,1,1,1,0,0,1,1,1,0,1,1,1,0.0,1.0,1,0,0,1,1,0,0,1,1,0
stevenwall@example.org,2658093,S,MX,O,37,16/01/20,0,4,A,N,N,42.0,South Robertfort,0.29598986953116957,146491.15047961468,Premium,0,0,1,0,1,1,1,1,0,1,1,0,,,0,0,0,0,1,1,0,1,1,1
qpena@example.org,1415575,N,CA,M,69,15/06/15,4,13,C,S,N,11.0,East Lisa,0.25809453532009996,169020.4410447938,Premium,0,1,0,0,0,0,1,1,0,1,0,1,1.0,0.0,0,0,0,1,0,0,1,0,0,1
deborahwhite@example.net,2403464,N,CA,O,74,05/01/21,0,19,B,S,N,,Thomasmouth,0.9464469664356523,148990.28714142693,Premium,0,1,1,1,0,0,1,1,1,0,0,1,1.0,1.0,0,1,1,1,1,1,1,0,0,0
vtorres@example.net,6846416,N,MX,F,48,17/06/21,10,2,A,N,S,29.0,New Christopher,0.299789242824276,50610.03325449965,Individual,0,1,1,1,1,1,1,0,1,1,0,1,0.0,0.0,0,0,0,0,0,0,1,0,0,0
patrick91@example.com,9908927,N,CA,O,55,26/06/22,4,19,B,N,S,26.0,Port Patricia,0.577863700367378,167190.4771874927,Business,1,0,0,1,0,1,1,0,0,1,1,0,1.0,0.0,1,1,1,0,1,1,0,0,0,1
jamessmith@example.com,3992327,N,CA,M,47,12/10/22,5,8,A,S,S,,South Jennifer,0.8386997296902446,73753.62953157965,Individual,1,0,0,0,0,0,0,1,0,1,1,1,1.0,1.0,0,1,0,1,1,1,0,0,0,1
clayton31@example.org,9197803,N,US,O,53,02/10/15,7,13,B,S,N,4.0,Farmerhaven,0.5151002094539014,86766.64930348085,Business,0,0,1,1,0,0,1,0,1,0,0,1,1.0,1.0,0,0,0,1,1,0,1,1,1,1
flowersrichard@example.org,9637254,S,US,M,71,12/06/17,2,11,A,N,N,40.0,Lynnberg,0.3917516298298528,60115.867968615414,Individual,1,1,1,1,1,0,1,0,1,1,1,0,1.0,0.0,0,1,1,0,1,1,0,0,1,1
michael02@example.com,5859250,N,MX,M,26,06/04/15,10,14,C,S,N,48.0,Johnton,0.641587347095974,151804.99512080764,Business,1,1,1,1,1,1,0,0,1,1,1,1,0.0,,0,1,0,0,0,1,0,1,0,0
hkennedy@example.org,4057316,N,MX,F,52,15/11/18,10,18,B,S,N,34.0,New Colleenhaven,0.921861369057936,28927.18445291537,Premium,1,0,1,0,1,0,1,0,0,1,0,1,0.0,1.0,1,1,0,0,1,0,1,1,0,1
linjohnathan@example.org,2703248,N,CA,O,45,21/03/20,2,15,A,N,N,54.0,Elizabethland,0.08061037845587438,119149.59229352695,Premium,0,1,1,1,0,0,0,1,0,0,0,1,1.0,1.0,1,0,0,1,0,1,0,1,1,1
groberts@example.net,6446145,S,CA,O,59,21/02/17,0,4,C,N,N,39.0,Port Morgan,0.5578695671055166,118107.64044882756,Premium,1,0,0,0,0,0,1,1,0,1,0,1,,0.0,0,1,0,0,0,0,0,0,0,0
xgallegos@example.net,3796184,S,CA,M,65,07/09/17,6,4,B,N,S,13.0,Davidsonside,0.9737289751870457,158967.02752908898,Individual,1,0,1,1,0,1,0,1,0,0,0,1,0.0,1.0,0,1,1,1,0,0,1,0,0,0
ronald18@example.com,3091498,N,MX,M,23,30/07/18,2,11,A,N,N,21.0,Josephtown,0.7144011380599609,89857.24518095925,Premium,1,1,1,1,1,0,0,0,1,1,0,0,0.0,0.0,1,1,0,0,0,1,0,1,0,0
margaret08@example.net,4084361,N,US,F,46,24/05/18,9,18,C,S,N,54.0,Flynnbury,0.6768296950412992,99337.30580634486,Premium,0,0,0,0,0,1,1,0,0,0,1,1,1.0,1.0,1,0,0,0,0,1,1,0,1,0
williamholland@example.net,7446136,N,US,M,64,03/07/23,1,11,B,S,N,33.0,North Lorrainemouth,0.9311826850605613,29373.39029865687,Premium,0,0,1,1,1,0,0,1,1,1,1,1,1.0,0.0,1,1,1,1,0,1,0,0,1,1
darmstrong@example.org,6444481,N,US,O,64,24/01/18,6,13,A,S,S,28.0,West Sheilabury,0.503334020445766,117177.70712387034,Business,0,0,0,0,1,1,0,1,1,1,0,0,0.0,0.0,1,0,1,0,0,1,0,0,1,1
racheljohnson@example.net,1657507,N,MX,F,71,27/02/23,7,19,B,N,N,31.0,West Jeffreyberg,0.841497394438249,103290.73697033622,Individual,1,1,0,0,1,0,1,0,0,0,1,1,1.0,,0,0,1,1,1,1,0,0,0,1
tapiarobin@example.com,4455312,S,US,O,21,15/09/15,9,15,C,S,N,,North Virginia,0.02933498823664482,163246.09747293478,Individual,1,0,1,0,1,1,1,0,0,0,1,0,0.0,,0,1,1,1,0,0,1,0,0,0
michael74@example.org,6253875,N,US,O,33,31/12/17,9,6,C,S,S,42.0,Cannonside,0.7620825038948829,45183.854162702075,Business,1,1,1,0,1,1,1,0,0,1,1,0,0.0,,1,0,0,0,1,0,0,0,0,0
vthomas@example.org,9129017,S,MX,O,26,07/01/20,7,10,B,S,N,6.0,North Michaelview,0.5250721126537804,82912.72191117652,Business,1,1,1,0,0,0,0,0,1,1,1,1,0.0,,1,0,0,0,1,1,1,0,1,1
zcase@example.net,8031845,S,MX,M,35,03/09/23,3,6,A,N,N,2.0,East Samantha,0.4325788065467351,62721.73909216077,Individual,0,0,0,1,0,1,0,1,0,0,0,1,,,0,1,0,0,1,1,1,0,0,0
gregorygriffin@example.net,6771680,S,MX,F,21,11/07/15,1,10,A,S,N,48.0,West Jodyborough,0.6307424685651288,199982.24724040102,Premium,1,0,1,0,0,0,1,1,0,0,1,1,1.0,,0,1,0,0,0,0,0,0,1,0
hmoore@example.com,6868108,N,MX,O,22,28/06/23,9,14,A,N,S,,Gardnerbury,0.34045186304642083,95200.79016578397,Premium,0,1,1,1,0,0,1,0,1,1,1,1,0.0,,0,1,0,1,0,1,1,1,0,0
cody06@example.com,7329338,S,CA,O,74,05/08/19,1,14,C,S,N,22.0,Andrewside,0.2285359629846876,137585.3989268791,Business,1,0,0,1,1,1,0,0,1,1,0,1,0.0,0.0,1,1,1,1,0,1,1,1,0,1
michaelchristensen@example.com,7360071,S,US,F,56,02/01/16,8,20,C,S,S,44.0,Stonetown,0.7031914899105128,87801.08293151516,Business,1,1,0,0,1,1,0,1,0,1,0,0,1.0,,0,1,1,0,1,0,1,0,0,1
nsmith@example.com,2923927,S,CA,O,65,18/03/24,9,6,C,N,S,56.0,Tonyview,0.34042633466272665,199183.9758831645,Individual,0,0,0,1,0,0,1,0,0,0,1,0,1.0,1.0,0,0,0,1,0,1,1,1,0,0
sara73@example.com,3942271,S,US,O,30,14/12/17,6,15,B,N,S,27.0,Weavermouth,0.2767913640837413,167158.56394305648,Premium,1,0,1,1,1,1,1,1,1,1,0,0,0.0,1.0,1,1,0,0,0,1,1,1,0,0
stephen63@example.com,4344656,S,US,F,52,23/02/17,2,16,A,S,S,36.0,West Matthewmouth,0.7804061531973485,188303.89325603787,Premium,1,0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,1,1,1,1,1,1,0,0,0,1
ilee@example.com,9240481,N,US,M,65,19/04/24,5,5,A,S,N,47.0,Port Jacob,0.16128117631902106,118195.20325483567,Premium,0,0,1,1,1,0,1,1,1,0,1,0,1.0,1.0,1,1,0,1,0,0,1,1,0,1
theresajohnston@example.org,5762365,N,US,O,18,13/09/23,10,20,C,N,N,46.0,East Keithland,0.8684883829688141,163252.9665260254,Individual,1,1,0,1,1,0,0,0,0,0,1,1,1.0,0.0,1,1,0,1,1,1,1,0,0,1
connorpace@example.org,2843789,N,MX,M,70,10/03/21,4,4,C,S,N,21.0,Lake Amberside,0.35920090303384544,122405.23870089627,Individual,0,1,1,1,0,1,0,1,1,1,0,1,1.0,,1,0,1,1,0,1,0,0,0,1
gcunningham@example.com,5567290,S,US,M,74,12/10/21,5,15,B,S,S,21.0,New Antoniochester,0.8609443926167196,65218.67272928021,Premium,1,1,1,1,1,1,0,1,1,1,0,1,,1.0,1,0,0,0,0,0,1,0,1,1
csingleton@example.net,9277302,S,MX,F,52,10/11/19,9,7,B,N,S,12.0,Lynntown,0.10357022728301457,170136.00201886264,Business,0,1,0,1,1,1,1,0,1,0,1,0,0.0,0.0,1,1,0,0,1,0,0,1,1,1
heidi13@example.org,3884592,S,US,O,72,25/10/23,1,9,C,S,N,8.0,Wagnerton,0.8811962102209673,114938.87625561914,Premium,1,1,1,0,0,1,0,1,1,1,1,0,1.0,0.0,0,1,1,0,1,0,0,0,0,0
uadams@example.net,2040990,N,US,M,67,11/03/20,10,15,B,N,N,32.0,Courtneyfurt,0.6847488989923362,159354.70618033968,Premium,1,0,0,0,0,1,1,1,1,1,0,1,,1.0,1,0,1,0,0,1,0,0,1,1
cchristian@example.net,2279521,N,MX,M,26,29/05/24,5,14,A,N,S,45.0,East Christinaview,0.997987048044004,105623.07887255483,Business,0,0,0,1,1,1,1,0,0,1,0,1,0.0,,1,0,0,0,1,1,1,0,0,1
emma42@example.net,4476936,S,MX,M,26,15/11/22,1,8,B,S,N,51.0,Brownhaven,0.6969029433791196,195612.3876224113,Premium,0,1,0,0,0,0,1,0,1,1,0,1,,,0,0,1,1,0,0,0,0,0,1
larryfuller@example.net,6947893,S,MX,M,72,31/08/24,4,16,A,N,N,,Harriston,,63274.08799175577,Premium,1,1,1,0,1,0,1,1,1,0,0,0,1.0,0.0,1,0,1,0,1,0,0,0,1,1
zjarvis@example.com,8040258,S,MX,O,37,07/12/20,1,10,C,S,S,34.0,East Richard,0.5942439176456147,94732.23385558136,Individual,0,0,1,0,0,1,1,1,1,0,1,1,0.0,0.0,0,1,1,0,0,0,1,0,0,0
mindy75@example.net,9751567,S,CA,O,57,14/02/25,6,15,C,S,N,5.0,Jacobchester,0.7525087649861586,137326.317143493,Individual,1,1,0,1,0,0,0,0,0,1,1,0,1.0,0.0,0,1,0,1,1,0,1,0,1,0
kingsteven@example.net,3209957,S,CA,M,79,18/08/18,8,15,B,N,S,4.0,Lake Nicholefurt,0.0929459943049209,183714.85680817932,Premium,1,0,1,0,1,0,0,0,0,1,1,0,0.0,0.0,0,1,1,0,1,0,0,1,0,1
oyates@example.net,3322085,N,CA,O,47,30/04/20,8,4,A,N,N,2.0,Chenville,0.5429430870429277,97300.8218143186,Business,1,1,1,1,0,0,1,1,1,1,0,0,1.0,1.0,0,0,0,0,0,1,0,1,1,0
ujones@example.com,9730432,N,MX,O,55,04/09/24,9,20,C,S,N,45.0,South Jacob,0.11847113501021622,103998.315050854,Individual,1,1,0,0,1,0,1,1,1,1,1,1,,0.0,0,0,1,1,0,0,0,1,0,0
matthew90@example.net,9745761,N,US,O,42,05/09/21,3,14,B,N,S,39.0,Jenniferberg,0.25986142829828307,25396.752914094548,Business,0,1,0,1,0,1,0,0,0,1,0,0,0.0,1.0,0,1,1,0,1,1,0,0,1,0
anthonyherman@example.net,4421374,S,CA,M,43,07/07/16,1,6,C,S,S,44.0,Audreymouth,0.8383018543678141,100226.19176563011,Premium,0,0,0,0,0,0,1,0,1,0,1,1,0.0,1.0,0,0,0,0,0,1,1,1,0,1
uoconnor@example.org,8364712,S,CA,M,26,21/01/22,10,6,A,S,S,1.0,Parrishborough,0.21275118755000555,142617.21685158066,Premium,1,0,0,1,0,1,1,1,1,0,0,0,1.0,0.0,0,1,0,1,1,1,1,0,0,0
boylekeith@example.org,3255982,S,CA,O,37,08/11/21,6,10,C,S,N,52.0,North Veronicamouth,0.6083579678533431,55485.011784447335,Premium,0,0,1,0,0,0,1,0,1,0,1,0,1.0,,0,0,1,1,1,0,1,0,1,0
jarvisashley@example.org,8345010,S,US,M,74,10/02/21,1,8,B,S,S,19.0,New Nancy,0.2649944638370708,78514.82972094268,Individual,0,0,0,0,1,1,1,1,0,0,1,0,,0.0,1,0,0,0,0,0,0,0,1,1
peggygreen@example.org,8114785,N,US,F,38,19/11/24,5,20,A,S,S,1.0,South Jasonmouth,0.3802002866271351,21418.878863502512,Individual,1,0,0,1,1,1,0,0,0,0,1,1,0.0,1.0,1,1,1,0,0,1,0,1,0,1
fcain@example.net,4127444,S,MX,F,50,08/01/21,1,6,B,N,N,,Lake Jonathanberg,0.8144929405306472,181897.9733028721,Premium,1,1,1,0,0,0,1,0,0,1,0,0,0.0,,0,1,0,1,0,0,0,1,0,1
sherryparks@example.org,7307093,N,MX,F,36,25/03/24,7,20,A,S,S,31.0,North Danielleborough,0.8826710164992415,85686.8686745994,Individual,0,0,0,0,0,0,1,0,1,1,0,1,1.0,1.0,1,0,0,1,0,0,0,1,0,1
esanchez@example.com,2459025,S,MX,M,41,16/03/20,9,13,A,N,S,2.0,Lake Laura,0.25294123437129734,29834.95541911296,Business,0,0,1,1,0,0,1,0,0,0,1,1,,,0,1,1,0,0,1,0,1,1,1
taylorleonard@example.com,1613940,S,MX,M,74,28/01/16,10,16,C,N,N,43.0,East Marvin,0.03271498516315552,98646.96090936402,Individual,0,0,1,1,1,1,0,0,0,1,1,0,1.0,0.0,1,0,1,0,1,1,1,0,1,1
mkeller@example.org,9826037,S,MX,O,80,09/01/21,10,16,A,S,S,,Port Kenneth,0.4323099236216501,148920.85460610178,Business,0,1,1,0,1,1,1,0,0,1,1,1,1.0,1.0,0,0,0,0,1,1,1,1,0,1
hollycastillo@example.org,8374341,S,US,O,40,09/12/20,1,20,A,N,N,48.0,North Deborahborough,0.017578447485680937,97482.3701575382,Premium,1,0,1,0,1,0,1,0,0,0,1,1,0.0,0.0,1,0,1,1,1,1,1,0,0,0
jillbaird@example.net,2154624,S,US,F,59,25/03/16,4,19,A,S,N,46.0,Port Monica,0.338198631567997,48542.172023141226,Individual,1,0,0,1,0,1,1,0,0,0,0,0,1.0,0.0,0,0,0,0,1,0,1,0,0,0
fburton@example.net,6708130,S,MX,O,31,16/08/16,4,3,A,N,N,,Kristenport,0.759997805501277,162551.27805917864,Individual,0,0,0,1,1,0,1,1,0,1,1,0,1.0,1.0,1,1,0,0,0,1,0,0,1,0
williamsjohn@example.com,7724643,S,MX,O,31,13/08/19,7,14,A,S,S,12.0,Colonmouth,0.38407117155857673,148265.3000626897,Individual,0,1,1,1,1,0,0,1,1,1,1,0,1.0,1.0,0,1,1,0,0,0,1,1,1,1
matthewwilkerson@example.com,6278951,N,MX,O,41,07/03/19,10,4,C,S,S,,Jasmineview,,117898.52714438173,Premium,0,1,1,0,1,0,1,1,1,0,1,0,1.0,0.0,0,1,1,1,0,1,1,1,0,1
michellefarmer@example.com,4402344,N,MX,O,21,09/05/24,7,6,C,S,N,33.0,East Carriefurt,0.48115591517328105,156687.0210151205,Business,1,0,0,1,1,0,0,0,0,1,0,0,0.0,,0,1,0,1,1,1,0,1,1,1
ujackson@example.net,1432303,N,MX,M,28,21/06/15,1,19,B,S,N,12.0,Ramirezton,0.762394119196139,100020.20498034237,Premium,0,1,0,1,1,1,1,1,0,0,1,0,0.0,,0,1,1,0,0,0,1,0,0,0
johnsonemily@example.org,6067214,N,US,O,35,24/04/20,10,16,B,S,N,21.0,West Gregory,,71188.59528202395,Business,1,0,0,0,0,1,1,0,1,1,0,0,0.0,1.0,1,0,1,0,1,0,1,0,1,1
crystal11@example.net,2958304,N,CA,O,65,16/07/15,1,16,A,S,N,3.0,New Mary,0.24735326974339122,57260.374013799286,Business,1,0,1,1,0,1,0,0,1,1,0,1,0.0,0.0,1,1,1,0,1,0,1,0,0,0
aaron38@example.net,3160882,N,US,M,69,13/09/15,3,12,A,N,N,44.0,Lake Linda,0.20447812535215326,184779.55472519377,Business,1,1,0,1,0,0,0,0,0,0,0,1,,,0,1,1,0,1,0,1,1,1,0
timothycarr@example.org,5660264,N,MX,O,26,02/12/17,9,14,A,S,S,,Andrewtown,0.47481915803559105,25883.62857059093,Individual,1,1,0,1,0,0,1,1,1,1,1,1,0.0,,0,0,1,0,1,0,1,0,1,1
amyjones@example.com,9263334,N,CA,M,30,04/11/24,7,11,A,S,S,29.0,Knoxhaven,0.19768125434857353,90343.29609141125,Individual,0,0,0,0,1,0,0,0,1,1,1,0,0.0,,0,0,0,1,0,1,1,0,0,1
stephencampbell@example.com,7339908,N,CA,M,60,15/09/23,7,11,A,N,N,9.0,Williamsmouth,0.026656126322683993,181270.71949733843,Premium,1,1,0,1,0,1,1,1,1,0,0,1,0.0,,1,0,0,0,0,1,0,0,0,0
angelica15@example.com,8757993,S,MX,F,38,23/04/24,1,14,A,N,N,9.0,New Jennifer,0.2574028350603723,63701.72066487628,Premium,1,0,0,0,0,1,0,1,1,0,1,1,0.0,1.0,0,0,1,0,1,1,1,1,1,1
hgreen@example.com,4259304,S,MX,F,52,15/09/18,1,19,A,S,S,27.0,Robertchester,0.9605002084836134,124330.28297195326,Premium,1,1,1,0,1,1,1,1,1,1,0,1,1.0,,1,1,0,1,0,1,0,0,1,1
troyoliver@example.com,1406979,S,MX,F,26,03/03/22,6,4,B,N,N,36.0,South Teresaside,0.5813643472413045,135387.1591152565,Business,0,0,1,1,0,1,0,1,0,0,1,0,1.0,1.0,1,0,0,0,1,1,0,0,0,0
lori28@example.com,9626090,N,CA,F,27,05/03/20,9,9,C,S,N,30.0,Garciaburgh,0.4172479057820587,43213.65253491751,Business,0,1,0,0,0,0,1,1,0,0,1,0,1.0,1.0,1,1,0,0,0,1,1,0,1,1
oharper@example.com,1867684,S,US,M,56,26/05/18,10,9,C,N,N,23.0,South Ivanbury,0.7257049220916298,114446.25578143643,Individual,0,1,0,1,0,1,1,1,1,0,0,1,,0.0,1,0,1,0,0,1,0,0,0,1
katherinerodriguez@example.net,1528550,S,MX,O,63,18/04/22,2,15,A,N,S,20.0,Wellsfort,0.10336581408927781,130295.86831975904,Individual,0,1,1,1,1,1,1,1,0,1,1,1,,1.0,1,1,1,1,0,1,0,1,0,1
orobinson@example.net,6145418,N,MX,M,31,19/07/21,10,2,C,S,N,10.0,Brandtton,0.7042217054948827,147264.02640742075,Premium,0,0,1,1,1,1,1,1,0,1,0,0,1.0,,0,1,0,0,1,1,1,1,0,1
shawnhayes@example.org,4457229,S,CA,O,41,21/09/21,2,9,A,S,S,8.0,East Jamesmouth,0.7336251609471245,100347.89858611225,Premium,1,0,0,1,1,0,0,0,1,0,0,1,,0.0,1,1,1,0,1,0,1,1,1,1
tylerboyd@example.com,4443906,N,US,O,72,28/01/18,6,15,A,S,S,46.0,Lake Codyfort,0.6840412274483725,140080.3444269834,Premium,0,0,1,1,1,0,1,1,0,0,1,1,0.0,,1,0,0,0,1,0,0,1,1,0
walkerwhitney@example.com,3474268,S,CA,M,59,26/05/16,6,15,C,N,S,47.0,East Donna,0.26066317369606473,155390.5569191411,Premium,1,1,1,0,0,0,0,0,0,1,1,1,0.0,1.0,1,0,0,1,1,1,0,1,0,1
gandrade@example.com,1258114,S,CA,M,77,02/06/18,1,15,B,S,S,52.0,Kylehaven,0.5107646015771016,129417.17944905892,Premium,0,1,0,0,0,0,0,0,1,0,0,1,,1.0,1,0,1,0,1,1,0,0,1,1
romanmaria@example.com,2658586,N,CA,F,54,15/11/23,4,14,B,S,N,6.0,North Katrinahaven,0.2606833801375721,197306.96469312775,Business,0,0,0,1,0,1,0,1,0,1,1,0,0.0,,1,1,0,0,0,0,0,0,0,1
zacharycole@example.org,4635633,S,MX,O,32,05/08/19,7,11,B,S,N,14.0,East Jennifer,0.11830130771635305,155953.9037531207,Individual,1,1,0,1,1,1,1,1,1,1,1,1,1.0,1.0,1,0,0,0,0,1,0,0,1,0
garciaapril@example.org,4920599,N,CA,F,74,20/11/20,3,7,C,S,N,19.0,West Ericland,0.3500902496707915,182894.7067708782,Individual,0,1,0,0,1,1,1,1,0,1,1,0,1.0,0.0,1,0,1,0,0,0,0,0,1,1
newtonruth@example.org,6849002,N,CA,F,34,12/07/22,6,13,C,S,S,50.0,Kennethborough,0.5361000034558916,42897.22315009255,Premium,1,0,1,0,1,1,1,1,0,0,0,1,,0.0,0,1,1,0,0,1,0,0,1,0
brianjones@example.net,1136873,N,CA,O,39,25/05/18,0,6,B,S,N,25.0,South Roberto,0.009832748190820917,32319.561301380585,Premium,1,0,1,1,0,0,0,0,0,0,1,1,0.0,,1,0,1,0,1,1,0,0,1,1
justin53@example.org,4927422,S,US,O,32,25/02/22,0,19,A,S,N,47.0,Lambertview,0.04240185593785473,65159.80268668394,Business,1,0,0,0,0,1,1,1,0,0,1,0,1.0,1.0,0,0,1,1,1,1,0,1,1,1
james15@example.net,6823461,N,CA,O,64,29/04/17,9,6,C,N,N,6.0,Delgadomouth,0.19142431098049872,161022.176841248,Business,0,1,0,1,0,0,0,1,0,0,1,1,1.0,1.0,0,0,1,0,0,1,1,0,0,1
lmcclure@example.com,6542715,S,CA,F,36,09/07/16,10,8,A,N,S,11.0,Andrewside,0.8498336854725579,70773.97515512462,Premium,0,0,0,0,1,1,0,1,1,0,1,0,1.0,1.0,0,1,0,1,1,0,1,1,0,1
hjohns@example.org,1424239,S,CA,O,20,28/04/18,4,2,A,S,S,10.0,Port Carmenmouth,0.8860849184890691,80166.77518609993,Individual,0,1,0,0,0,1,1,1,0,1,0,1,,1.0,1,1,1,0,0,1,0,1,0,0
cbranch@example.org,3887397,N,CA,M,72,06/01/20,1,3,B,N,S,37.0,Hubbardstad,0.6224359473786507,27932.306800491857,Individual,1,1,1,1,0,0,1,0,1,0,1,0,0.0,,0,1,0,0,1,1,0,0,0,1
moorejustin@example.org,8065648,N,CA,O,65,04/02/21,10,12,B,N,S,45.0,Port Cheyenne,0.38130134881439925,185473.62147864068,Premium,1,1,0,0,0,1,1,0,0,1,1,0,0.0,0.0,0,0,0,1,1,1,1,1,1,1
david47@example.org,1978993,S,CA,F,71,31/08/17,8,3,A,S,S,42.0,South Nathaniel,0.5741310485043657,130903.76219404783,Business,0,1,0,1,0,1,0,0,1,0,0,1,1.0,,0,1,0,1,0,0,0,0,1,1
nicoleoliver@example.org,5914627,N,US,O,43,07/04/16,5,12,B,S,N,14.0,East Paige,0.6051240848866078,162767.71678954057,Premium,0,1,1,0,0,1,0,1,0,0,0,0,,,0,1,1,1,0,1,1,0,0,1
clarkjennifer@example.net,5893076,S,CA,O,41,08/07/17,5,17,A,N,S,29.0,West Brandonstad,,150694.01478366266,Individual,1,0,1,0,1,0,0,0,1,1,1,0,1.0,0.0,0,1,1,1,1,1,1,0,0,1
austin41@example.org,5782669,N,US,F,57,30/03/20,6,18,C,S,S,15.0,Brownhaven,0.9068553080545226,49113.46369195635,Business,0,0,0,1,1,0,0,0,1,0,0,0,0.0,1.0,0,0,0,1,0,1,1,0,1,1
